aid,reporting,reporting_ref,funder_ref,title,status_code,day_start,day_end,description,commitment,spend,commitment_eur,spend_eur,commitment_gbp,spend_gbp,commitment_cad,spend_cad,country_code,country_percent,sector_group,sector_code,sector_percent,location_code,location_name,location_longitude,location_latitude,location_precision,location_percent,iso3,iso2,activity_id
XM-OCHA-CBPF-UKR-22/UKR_CBPF/SA1/S-NFI/NGO/23555,United Nations Office for the Coordination of Humanitarian Affairs,XM-OCHA-CBPF,XM-OCHA-CBPF,Together We Shelter: Capacity-Building Program for Local Organizations Providing Humanitarian Aid,Implementation,2022-12-15,2023-12-14,"The Project will concentrate on the provision of humanitarian aid (NFI/Shelter) to IDPs and other populations affected by the military conflict by mobilizing and enhancing the capacity of local CSOs. \n\nThe goal of the project is to increase the capacities of the Ukrainian civil society organizations that provide vital protection services to people affected by the conflict in full adherence with humanitarian assistance principles. This will be achieved by realizing two outcomes:\nO1. Ukrainian local civil society organizations delivered SNFI support to vulnerable populations through the small grants program for local initiatives\nO2. Ukrainian CSOs improved their capacity to provide services, including humanitarian assistance, to people\n\nUnder O1, EEF will launch a small grants program through an open call for small and medium-size CSOs that provide NFI/Shelter support to local populations. \nThe program will aim to help communities affected by military actions and to meet humanitarian needs of internally displaced persons and affected populations, especially in hard-to-reach areas, newly accessible areas and areas with high concentration of IDPs. Organizations operating in Dnipropetrovska, Kyivska, Lvivska, Kharkivska, and Khersonska Oblasts will be encouraged to apply. EEF will run two waves of small grants: under the first wave, it will award 10 grants of up to US$ 30,000 to provide shelter support under the second wave, it will award for at least 15 grants of up to US$ 25,000 to local organizations to provide NFI support.\n\nDuring the selection process and grant implementation period, EEF will provide mentoring and coordination support in revising application forms for selected candidates, grant management, consulting on how to provide SNFI support in adherence to the principles of accountability to affected populations (AAP) and protection from sexual exploitation and abuse (PSEA), verification of narrative and financial reports of the organizations. To ensure that the assistance under the project gets to those who most need it, EEF will work with both organizations known to it through its other programs and those that are new to EEF. Special attention will be paid to including women’s organizations, especially small CSOs, Community-based organizations (CBOs), and volunteer organizations. \n\nUnder O2, EEF will develop and roll out to its 25 subgrantees under Outcome 1 a comprehensive capacity-building program. In order to help CSOs assess their institutional development needs, EEF will offer its subgrantees an Organizational Capacity Assessment (OCA) – a structured tool for the facilitated self-assessment of the organization's capacity that leads to action planning to improve the capacity. Based on the OCA outcomes and feedback received from CSOs, EEF will provide its subgrantees with tailored capacity-building and mentorship opportunities.  \n\nAn important component of the project is the development of a distance-learning course for Ukrainian CSOs on principles of providing humanitarian assistance, including AAP/PSEA. The course will be developed and uploaded on EEF’s Zrozumilo! distance-learning platform (zrozumilo.in.ua). After it is tested on an initial group of students, it will be available free of charge to everyone interested subject to a simple and free registration on the platform. This approach will create an important resource that can be used in future by all Ukrainian civil society organizations and volunteer groups that wish to work with OCHA UHF.  \n\nThe capacity-building measures include online and offline training events and workshops online self-paced training courses networking events. Partner CSOs will be able to benefit from EEF’s online training in such important areas as financial discipline and audit, fundamentals of project management, monitoring and evaluation, fundraising.",932280.3,559368.2,879936.75,513430.72,765941.44,447586.1,1266820.2,755227.6,Ukraine,100,Other Multisector,Multisector aid,100,,Dnipropetrovska,34.731735,48.417015,,,UKR,UA,http://d-portal.org/q.html?aid=XM-OCHA-CBPF-UKR-22/UKR_CBPF/SA1/S-NFI/NGO/23555
XM-OCHA-CBPF-UKR-22/UKR_CBPF/SA1/P/NGO/23527,United Nations Office for the Coordination of Humanitarian Affairs,XM-OCHA-CBPF,XM-OCHA-CBPF,Pathway to Localization of Child-Protection within the Ukrainian Humanitarian Response/ Шлях до локалізації захисту дітей в контексті гуманітарного реагування в Україні,Implementation,2022-12-15,2023-12-14,"Since the onset of the escalation of war in February 2022 local and national actors have taken a leading role in the response both as first as well as main responders. While primary activities are focusing on the provision of assistance to those most vulnerable, especially children and families, it also addresses identified needs within the Ukrainian civil society, such as mental health options. Furthermore, the recognition of and support to local and national actors within coordination, direct assistance, and policy development is necessary for humanitarian action to be more accountable, efficient, and sustainable. Through a partnership approach this project aims to promote localizised action primarily within the Child Protection Area. The pre-identified partners within this project have a history of mutual support and cooperation. This project is built on 5 main pillars: \nDirect assistance \nPartnership and Cooperation \nCapacity  \n\nResources  \nCoordination and Inclusion \n\nThe project focuses on facilitating a partnership promoting effective and efficient principled humanitarian action and creating an enabling environment for localisation short, medium, and long-term. \n\nThe project support aims not only to improve the efficiency and effectiveness of the humanitarian action, but in line with the new strategic objective of Grand Bargain focus on “better humanitarian outcomes for affected populations” and promote inclusiveness through proven as well as innovative activities.",691917.2,415150.34,653069,391841.4,568464.3,341078.6,940205.1,564123.06,Ukraine,100,Other Multisector,Multisector aid,100,,Cherkaska,31.352295,49.260124,,,UKR,UA,http://d-portal.org/q.html?aid=XM-OCHA-CBPF-UKR-22/UKR_CBPF/SA1/P/NGO/23527
XM-OCHA-CBPF-UKR-22/UKR_CBPF/SA1/P/NGO/23527,United Nations Office for the Coordination of Humanitarian Affairs,XM-OCHA-CBPF,XM-OCHA-CBPF,Pathway to Localization of Child-Protection within the Ukrainian Humanitarian Response/ Шлях до локалізації захисту дітей в контексті гуманітарного реагування в Україні,Implementation,2022-12-15,2023-12-14,"Since the onset of the escalation of war in February 2022 local and national actors have taken a leading role in the response both as first as well as main responders. While primary activities are focusing on the provision of assistance to those most vulnerable, especially children and families, it also addresses identified needs within the Ukrainian civil society, such as mental health options. Furthermore, the recognition of and support to local and national actors within coordination, direct assistance, and policy development is necessary for humanitarian action to be more accountable, efficient, and sustainable. Through a partnership approach this project aims to promote localizised action primarily within the Child Protection Area. The pre-identified partners within this project have a history of mutual support and cooperation. This project is built on 5 main pillars: \nDirect assistance \nPartnership and Cooperation \nCapacity  \n\nResources  \nCoordination and Inclusion \n\nThe project focuses on facilitating a partnership promoting effective and efficient principled humanitarian action and creating an enabling environment for localisation short, medium, and long-term. \n\nThe project support aims not only to improve the efficiency and effectiveness of the humanitarian action, but in line with the new strategic objective of Grand Bargain focus on “better humanitarian outcomes for affected populations” and promote inclusiveness through proven as well as innovative activities.",691917.2,415150.34,653069,391841.4,568464.3,341078.6,940205.1,564123.06,Ukraine,100,Other Multisector,Multisector aid,100,,Chernihivska,32.0038,51.35504,,,UKR,UA,http://d-portal.org/q.html?aid=XM-OCHA-CBPF-UKR-22/UKR_CBPF/SA1/P/NGO/23527
XM-OCHA-CBPF-UKR-22/UKR_CBPF/SA1/P/NGO/23527,United Nations Office for the Coordination of Humanitarian Affairs,XM-OCHA-CBPF,XM-OCHA-CBPF,Pathway to Localization of Child-Protection within the Ukrainian Humanitarian Response/ Шлях до локалізації захисту дітей в контексті гуманітарного реагування в Україні,Implementation,2022-12-15,2023-12-14,"Since the onset of the escalation of war in February 2022 local and national actors have taken a leading role in the response both as first as well as main responders. While primary activities are focusing on the provision of assistance to those most vulnerable, especially children and families, it also addresses identified needs within the Ukrainian civil society, such as mental health options. Furthermore, the recognition of and support to local and national actors within coordination, direct assistance, and policy development is necessary for humanitarian action to be more accountable, efficient, and sustainable. Through a partnership approach this project aims to promote localizised action primarily within the Child Protection Area. The pre-identified partners within this project have a history of mutual support and cooperation. This project is built on 5 main pillars: \nDirect assistance \nPartnership and Cooperation \nCapacity  \n\nResources  \nCoordination and Inclusion \n\nThe project focuses on facilitating a partnership promoting effective and efficient principled humanitarian action and creating an enabling environment for localisation short, medium, and long-term. \n\nThe project support aims not only to improve the efficiency and effectiveness of the humanitarian action, but in line with the new strategic objective of Grand Bargain focus on “better humanitarian outcomes for affected populations” and promote inclusiveness through proven as well as innovative activities.",691917.2,415150.34,653069,391841.4,568464.3,341078.6,940205.1,564123.06,Ukraine,100,Other Multisector,Multisector aid,100,,Dnipropetrovska,34.731735,48.417015,,,UKR,UA,http://d-portal.org/q.html?aid=XM-OCHA-CBPF-UKR-22/UKR_CBPF/SA1/P/NGO/23527
XM-OCHA-CBPF-UKR-22/UKR_CBPF/SA1/P/NGO/23527,United Nations Office for the Coordination of Humanitarian Affairs,XM-OCHA-CBPF,XM-OCHA-CBPF,Pathway to Localization of Child-Protection within the Ukrainian Humanitarian Response/ Шлях до локалізації захисту дітей в контексті гуманітарного реагування в Україні,Implementation,2022-12-15,2023-12-14,"Since the onset of the escalation of war in February 2022 local and national actors have taken a leading role in the response both as first as well as main responders. While primary activities are focusing on the provision of assistance to those most vulnerable, especially children and families, it also addresses identified needs within the Ukrainian civil society, such as mental health options. Furthermore, the recognition of and support to local and national actors within coordination, direct assistance, and policy development is necessary for humanitarian action to be more accountable, efficient, and sustainable. Through a partnership approach this project aims to promote localizised action primarily within the Child Protection Area. The pre-identified partners within this project have a history of mutual support and cooperation. This project is built on 5 main pillars: \nDirect assistance \nPartnership and Cooperation \nCapacity  \n\nResources  \nCoordination and Inclusion \n\nThe project focuses on facilitating a partnership promoting effective and efficient principled humanitarian action and creating an enabling environment for localisation short, medium, and long-term. \n\nThe project support aims not only to improve the efficiency and effectiveness of the humanitarian action, but in line with the new strategic objective of Grand Bargain focus on “better humanitarian outcomes for affected populations” and promote inclusiveness through proven as well as innovative activities.",691917.2,415150.34,653069,391841.4,568464.3,341078.6,940205.1,564123.06,Ukraine,100,Other Multisector,Multisector aid,100,,Ivano-Frankivska,24.619429,48.701656,,,UKR,UA,http://d-portal.org/q.html?aid=XM-OCHA-CBPF-UKR-22/UKR_CBPF/SA1/P/NGO/23527
XM-OCHA-CBPF-UKR-22/UKR_CBPF/SA1/P/NGO/23527,United Nations Office for the Coordination of Humanitarian Affairs,XM-OCHA-CBPF,XM-OCHA-CBPF,Pathway to Localization of Child-Protection within the Ukrainian Humanitarian Response/ Шлях до локалізації захисту дітей в контексті гуманітарного реагування в Україні,Implementation,2022-12-15,2023-12-14,"Since the onset of the escalation of war in February 2022 local and national actors have taken a leading role in the response both as first as well as main responders. While primary activities are focusing on the provision of assistance to those most vulnerable, especially children and families, it also addresses identified needs within the Ukrainian civil society, such as mental health options. Furthermore, the recognition of and support to local and national actors within coordination, direct assistance, and policy development is necessary for humanitarian action to be more accountable, efficient, and sustainable. Through a partnership approach this project aims to promote localizised action primarily within the Child Protection Area. The pre-identified partners within this project have a history of mutual support and cooperation. This project is built on 5 main pillars: \nDirect assistance \nPartnership and Cooperation \nCapacity  \n\nResources  \nCoordination and Inclusion \n\nThe project focuses on facilitating a partnership promoting effective and efficient principled humanitarian action and creating an enabling environment for localisation short, medium, and long-term. \n\nThe project support aims not only to improve the efficiency and effectiveness of the humanitarian action, but in line with the new strategic objective of Grand Bargain focus on “better humanitarian outcomes for affected populations” and promote inclusiveness through proven as well as innovative activities.",691917.2,415150.34,653069,391841.4,568464.3,341078.6,940205.1,564123.06,Ukraine,100,Other Multisector,Multisector aid,100,,Zhytomyrska,28.475775,50.639587,,,UKR,UA,http://d-portal.org/q.html?aid=XM-OCHA-CBPF-UKR-22/UKR_CBPF/SA1/P/NGO/23527
XM-OCHA-CBPF-UKR-22/UKR_CBPF/SA1/P/NGO/23527,United Nations Office for the Coordination of Humanitarian Affairs,XM-OCHA-CBPF,XM-OCHA-CBPF,Pathway to Localization of Child-Protection within the Ukrainian Humanitarian Response/ Шлях до локалізації захисту дітей в контексті гуманітарного реагування в Україні,Implementation,2022-12-15,2023-12-14,"Since the onset of the escalation of war in February 2022 local and national actors have taken a leading role in the response both as first as well as main responders. While primary activities are focusing on the provision of assistance to those most vulnerable, especially children and families, it also addresses identified needs within the Ukrainian civil society, such as mental health options. Furthermore, the recognition of and support to local and national actors within coordination, direct assistance, and policy development is necessary for humanitarian action to be more accountable, efficient, and sustainable. Through a partnership approach this project aims to promote localizised action primarily within the Child Protection Area. The pre-identified partners within this project have a history of mutual support and cooperation. This project is built on 5 main pillars: \nDirect assistance \nPartnership and Cooperation \nCapacity  \n\nResources  \nCoordination and Inclusion \n\nThe project focuses on facilitating a partnership promoting effective and efficient principled humanitarian action and creating an enabling environment for localisation short, medium, and long-term. \n\nThe project support aims not only to improve the efficiency and effectiveness of the humanitarian action, but in line with the new strategic objective of Grand Bargain focus on “better humanitarian outcomes for affected populations” and promote inclusiveness through proven as well as innovative activities.",691917.2,415150.34,653069,391841.4,568464.3,341078.6,940205.1,564123.06,Ukraine,100,Other Multisector,Multisector aid,100,,Zaporizka,35.700005,47.267006,,,UKR,UA,http://d-portal.org/q.html?aid=XM-OCHA-CBPF-UKR-22/UKR_CBPF/SA1/P/NGO/23527
XM-OCHA-CBPF-UKR-22/UKR_CBPF/SA1/P/NGO/23527,United Nations Office for the Coordination of Humanitarian Affairs,XM-OCHA-CBPF,XM-OCHA-CBPF,Pathway to Localization of Child-Protection within the Ukrainian Humanitarian Response/ Шлях до локалізації захисту дітей в контексті гуманітарного реагування в Україні,Implementation,2022-12-15,2023-12-14,"Since the onset of the escalation of war in February 2022 local and national actors have taken a leading role in the response both as first as well as main responders. While primary activities are focusing on the provision of assistance to those most vulnerable, especially children and families, it also addresses identified needs within the Ukrainian civil society, such as mental health options. Furthermore, the recognition of and support to local and national actors within coordination, direct assistance, and policy development is necessary for humanitarian action to be more accountable, efficient, and sustainable. Through a partnership approach this project aims to promote localizised action primarily within the Child Protection Area. The pre-identified partners within this project have a history of mutual support and cooperation. This project is built on 5 main pillars: \nDirect assistance \nPartnership and Cooperation \nCapacity  \n\nResources  \nCoordination and Inclusion \n\nThe project focuses on facilitating a partnership promoting effective and efficient principled humanitarian action and creating an enabling environment for localisation short, medium, and long-term. \n\nThe project support aims not only to improve the efficiency and effectiveness of the humanitarian action, but in line with the new strategic objective of Grand Bargain focus on “better humanitarian outcomes for affected populations” and promote inclusiveness through proven as well as innovative activities.",691917.2,415150.34,653069,391841.4,568464.3,341078.6,940205.1,564123.06,Ukraine,100,Other Multisector,Multisector aid,100,,Zakarpatska,23.275913,48.40362,,,UKR,UA,http://d-portal.org/q.html?aid=XM-OCHA-CBPF-UKR-22/UKR_CBPF/SA1/P/NGO/23527
XM-OCHA-CBPF-UKR-22/UKR_CBPF/SA1/P/NGO/23527,United Nations Office for the Coordination of Humanitarian Affairs,XM-OCHA-CBPF,XM-OCHA-CBPF,Pathway to Localization of Child-Protection within the Ukrainian Humanitarian Response/ Шлях до локалізації захисту дітей в контексті гуманітарного реагування в Україні,Implementation,2022-12-15,2023-12-14,"Since the onset of the escalation of war in February 2022 local and national actors have taken a leading role in the response both as first as well as main responders. While primary activities are focusing on the provision of assistance to those most vulnerable, especially children and families, it also addresses identified needs within the Ukrainian civil society, such as mental health options. Furthermore, the recognition of and support to local and national actors within coordination, direct assistance, and policy development is necessary for humanitarian action to be more accountable, efficient, and sustainable. Through a partnership approach this project aims to promote localizised action primarily within the Child Protection Area. The pre-identified partners within this project have a history of mutual support and cooperation. This project is built on 5 main pillars: \nDirect assistance \nPartnership and Cooperation \nCapacity  \n\nResources  \nCoordination and Inclusion \n\nThe project focuses on facilitating a partnership promoting effective and efficient principled humanitarian action and creating an enabling environment for localisation short, medium, and long-term. \n\nThe project support aims not only to improve the efficiency and effectiveness of the humanitarian action, but in line with the new strategic objective of Grand Bargain focus on “better humanitarian outcomes for affected populations” and promote inclusiveness through proven as well as innovative activities.",691917.2,415150.34,653069,391841.4,568464.3,341078.6,940205.1,564123.06,Ukraine,100,Other Multisector,Multisector aid,100,,Vinnytska,28.685535,48.92044,,,UKR,UA,http://d-portal.org/q.html?aid=XM-OCHA-CBPF-UKR-22/UKR_CBPF/SA1/P/NGO/23527
XM-OCHA-CBPF-UKR-22/UKR_CBPF/SA1/P/NGO/23527,United Nations Office for the Coordination of Humanitarian Affairs,XM-OCHA-CBPF,XM-OCHA-CBPF,Pathway to Localization of Child-Protection within the Ukrainian Humanitarian Response/ Шлях до локалізації захисту дітей в контексті гуманітарного реагування в Україні,Implementation,2022-12-15,2023-12-14,"Since the onset of the escalation of war in February 2022 local and national actors have taken a leading role in the response both as first as well as main responders. While primary activities are focusing on the provision of assistance to those most vulnerable, especially children and families, it also addresses identified needs within the Ukrainian civil society, such as mental health options. Furthermore, the recognition of and support to local and national actors within coordination, direct assistance, and policy development is necessary for humanitarian action to be more accountable, efficient, and sustainable. Through a partnership approach this project aims to promote localizised action primarily within the Child Protection Area. The pre-identified partners within this project have a history of mutual support and cooperation. This project is built on 5 main pillars: \nDirect assistance \nPartnership and Cooperation \nCapacity  \n\nResources  \nCoordination and Inclusion \n\nThe project focuses on facilitating a partnership promoting effective and efficient principled humanitarian action and creating an enabling environment for localisation short, medium, and long-term. \n\nThe project support aims not only to improve the efficiency and effectiveness of the humanitarian action, but in line with the new strategic objective of Grand Bargain focus on “better humanitarian outcomes for affected populations” and promote inclusiveness through proven as well as innovative activities.",691917.2,415150.34,653069,391841.4,568464.3,341078.6,940205.1,564123.06,Ukraine,100,Other Multisector,Multisector aid,100,,Ternopilska,25.648266,49.401833,,,UKR,UA,http://d-portal.org/q.html?aid=XM-OCHA-CBPF-UKR-22/UKR_CBPF/SA1/P/NGO/23527
XM-OCHA-CBPF-UKR-22/UKR_CBPF/SA1/P/NGO/23527,United Nations Office for the Coordination of Humanitarian Affairs,XM-OCHA-CBPF,XM-OCHA-CBPF,Pathway to Localization of Child-Protection within the Ukrainian Humanitarian Response/ Шлях до локалізації захисту дітей в контексті гуманітарного реагування в Україні,Implementation,2022-12-15,2023-12-14,"Since the onset of the escalation of war in February 2022 local and national actors have taken a leading role in the response both as first as well as main responders. While primary activities are focusing on the provision of assistance to those most vulnerable, especially children and families, it also addresses identified needs within the Ukrainian civil society, such as mental health options. Furthermore, the recognition of and support to local and national actors within coordination, direct assistance, and policy development is necessary for humanitarian action to be more accountable, efficient, and sustainable. Through a partnership approach this project aims to promote localizised action primarily within the Child Protection Area. The pre-identified partners within this project have a history of mutual support and cooperation. This project is built on 5 main pillars: \nDirect assistance \nPartnership and Cooperation \nCapacity  \n\nResources  \nCoordination and Inclusion \n\nThe project focuses on facilitating a partnership promoting effective and efficient principled humanitarian action and creating an enabling environment for localisation short, medium, and long-term. \n\nThe project support aims not only to improve the efficiency and effectiveness of the humanitarian action, but in line with the new strategic objective of Grand Bargain focus on “better humanitarian outcomes for affected populations” and promote inclusiveness through proven as well as innovative activities.",691917.2,415150.34,653069,391841.4,568464.3,341078.6,940205.1,564123.06,Ukraine,100,Other Multisector,Multisector aid,100,,Sumska,33.96587,51.01414,,,UKR,UA,http://d-portal.org/q.html?aid=XM-OCHA-CBPF-UKR-22/UKR_CBPF/SA1/P/NGO/23527
XM-OCHA-CBPF-UKR-22/UKR_CBPF/SA1/P/NGO/23527,United Nations Office for the Coordination of Humanitarian Affairs,XM-OCHA-CBPF,XM-OCHA-CBPF,Pathway to Localization of Child-Protection within the Ukrainian Humanitarian Response/ Шлях до локалізації захисту дітей в контексті гуманітарного реагування в Україні,Implementation,2022-12-15,2023-12-14,"Since the onset of the escalation of war in February 2022 local and national actors have taken a leading role in the response both as first as well as main responders. While primary activities are focusing on the provision of assistance to those most vulnerable, especially children and families, it also addresses identified needs within the Ukrainian civil society, such as mental health options. Furthermore, the recognition of and support to local and national actors within coordination, direct assistance, and policy development is necessary for humanitarian action to be more accountable, efficient, and sustainable. Through a partnership approach this project aims to promote localizised action primarily within the Child Protection Area. The pre-identified partners within this project have a history of mutual support and cooperation. This project is built on 5 main pillars: \nDirect assistance \nPartnership and Cooperation \nCapacity  \n\nResources  \nCoordination and Inclusion \n\nThe project focuses on facilitating a partnership promoting effective and efficient principled humanitarian action and creating an enabling environment for localisation short, medium, and long-term. \n\nThe project support aims not only to improve the efficiency and effectiveness of the humanitarian action, but in line with the new strategic objective of Grand Bargain focus on “better humanitarian outcomes for affected populations” and promote inclusiveness through proven as well as innovative activities.",691917.2,415150.34,653069,391841.4,568464.3,341078.6,940205.1,564123.06,Ukraine,100,Other Multisector,Multisector aid,100,,Poltavska,33.778614,49.73234,,,UKR,UA,http://d-portal.org/q.html?aid=XM-OCHA-CBPF-UKR-22/UKR_CBPF/SA1/P/NGO/23527
XM-OCHA-CBPF-UKR-22/UKR_CBPF/SA1/P/NGO/23527,United Nations Office for the Coordination of Humanitarian Affairs,XM-OCHA-CBPF,XM-OCHA-CBPF,Pathway to Localization of Child-Protection within the Ukrainian Humanitarian Response/ Шлях до локалізації захисту дітей в контексті гуманітарного реагування в Україні,Implementation,2022-12-15,2023-12-14,"Since the onset of the escalation of war in February 2022 local and national actors have taken a leading role in the response both as first as well as main responders. While primary activities are focusing on the provision of assistance to those most vulnerable, especially children and families, it also addresses identified needs within the Ukrainian civil society, such as mental health options. Furthermore, the recognition of and support to local and national actors within coordination, direct assistance, and policy development is necessary for humanitarian action to be more accountable, efficient, and sustainable. Through a partnership approach this project aims to promote localizised action primarily within the Child Protection Area. The pre-identified partners within this project have a history of mutual support and cooperation. This project is built on 5 main pillars: \nDirect assistance \nPartnership and Cooperation \nCapacity  \n\nResources  \nCoordination and Inclusion \n\nThe project focuses on facilitating a partnership promoting effective and efficient principled humanitarian action and creating an enabling environment for localisation short, medium, and long-term. \n\nThe project support aims not only to improve the efficiency and effectiveness of the humanitarian action, but in line with the new strategic objective of Grand Bargain focus on “better humanitarian outcomes for affected populations” and promote inclusiveness through proven as well as innovative activities.",691917.2,415150.34,653069,391841.4,568464.3,341078.6,940205.1,564123.06,Ukraine,100,Other Multisector,Multisector aid,100,,Odeska,30.457458,46.846127,,,UKR,UA,http://d-portal.org/q.html?aid=XM-OCHA-CBPF-UKR-22/UKR_CBPF/SA1/P/NGO/23527
XM-OCHA-CBPF-UKR-22/UKR_CBPF/SA1/P/NGO/23527,United Nations Office for the Coordination of Humanitarian Affairs,XM-OCHA-CBPF,XM-OCHA-CBPF,Pathway to Localization of Child-Protection within the Ukrainian Humanitarian Response/ Шлях до локалізації захисту дітей в контексті гуманітарного реагування в Україні,Implementation,2022-12-15,2023-12-14,"Since the onset of the escalation of war in February 2022 local and national actors have taken a leading role in the response both as first as well as main responders. While primary activities are focusing on the provision of assistance to those most vulnerable, especially children and families, it also addresses identified needs within the Ukrainian civil society, such as mental health options. Furthermore, the recognition of and support to local and national actors within coordination, direct assistance, and policy development is necessary for humanitarian action to be more accountable, efficient, and sustainable. Through a partnership approach this project aims to promote localizised action primarily within the Child Protection Area. The pre-identified partners within this project have a history of mutual support and cooperation. This project is built on 5 main pillars: \nDirect assistance \nPartnership and Cooperation \nCapacity  \n\nResources  \nCoordination and Inclusion \n\nThe project focuses on facilitating a partnership promoting effective and efficient principled humanitarian action and creating an enabling environment for localisation short, medium, and long-term. \n\nThe project support aims not only to improve the efficiency and effectiveness of the humanitarian action, but in line with the new strategic objective of Grand Bargain focus on “better humanitarian outcomes for affected populations” and promote inclusiveness through proven as well as innovative activities.",691917.2,415150.34,653069,391841.4,568464.3,341078.6,940205.1,564123.06,Ukraine,100,Other Multisector,Multisector aid,100,,Lvivska,23.9166,49.717365,,,UKR,UA,http://d-portal.org/q.html?aid=XM-OCHA-CBPF-UKR-22/UKR_CBPF/SA1/P/NGO/23527
XM-OCHA-CBPF-UKR-22/UKR_CBPF/SA1/P/NGO/23527,United Nations Office for the Coordination of Humanitarian Affairs,XM-OCHA-CBPF,XM-OCHA-CBPF,Pathway to Localization of Child-Protection within the Ukrainian Humanitarian Response/ Шлях до локалізації захисту дітей в контексті гуманітарного реагування в Україні,Implementation,2022-12-15,2023-12-14,"Since the onset of the escalation of war in February 2022 local and national actors have taken a leading role in the response both as first as well as main responders. While primary activities are focusing on the provision of assistance to those most vulnerable, especially children and families, it also addresses identified needs within the Ukrainian civil society, such as mental health options. Furthermore, the recognition of and support to local and national actors within coordination, direct assistance, and policy development is necessary for humanitarian action to be more accountable, efficient, and sustainable. Through a partnership approach this project aims to promote localizised action primarily within the Child Protection Area. The pre-identified partners within this project have a history of mutual support and cooperation. This project is built on 5 main pillars: \nDirect assistance \nPartnership and Cooperation \nCapacity  \n\nResources  \nCoordination and Inclusion \n\nThe project focuses on facilitating a partnership promoting effective and efficient principled humanitarian action and creating an enabling environment for localisation short, medium, and long-term. \n\nThe project support aims not only to improve the efficiency and effectiveness of the humanitarian action, but in line with the new strategic objective of Grand Bargain focus on “better humanitarian outcomes for affected populations” and promote inclusiveness through proven as well as innovative activities.",691917.2,415150.34,653069,391841.4,568464.3,341078.6,940205.1,564123.06,Ukraine,100,Other Multisector,Multisector aid,100,,Kyivska,30.331852,49.814297,,,UKR,UA,http://d-portal.org/q.html?aid=XM-OCHA-CBPF-UKR-22/UKR_CBPF/SA1/P/NGO/23527
XM-OCHA-CBPF-UKR-22/UKR_CBPF/SA1/P/NGO/23527,United Nations Office for the Coordination of Humanitarian Affairs,XM-OCHA-CBPF,XM-OCHA-CBPF,Pathway to Localization of Child-Protection within the Ukrainian Humanitarian Response/ Шлях до локалізації захисту дітей в контексті гуманітарного реагування в Україні,Implementation,2022-12-15,2023-12-14,"Since the onset of the escalation of war in February 2022 local and national actors have taken a leading role in the response both as first as well as main responders. While primary activities are focusing on the provision of assistance to those most vulnerable, especially children and families, it also addresses identified needs within the Ukrainian civil society, such as mental health options. Furthermore, the recognition of and support to local and national actors within coordination, direct assistance, and policy development is necessary for humanitarian action to be more accountable, efficient, and sustainable. Through a partnership approach this project aims to promote localizised action primarily within the Child Protection Area. The pre-identified partners within this project have a history of mutual support and cooperation. This project is built on 5 main pillars: \nDirect assistance \nPartnership and Cooperation \nCapacity  \n\nResources  \nCoordination and Inclusion \n\nThe project focuses on facilitating a partnership promoting effective and efficient principled humanitarian action and creating an enabling environment for localisation short, medium, and long-term. \n\nThe project support aims not only to improve the efficiency and effectiveness of the humanitarian action, but in line with the new strategic objective of Grand Bargain focus on “better humanitarian outcomes for affected populations” and promote inclusiveness through proven as well as innovative activities.",691917.2,415150.34,653069,391841.4,568464.3,341078.6,940205.1,564123.06,Ukraine,100,Other Multisector,Multisector aid,100,,Kharkivska,36.50491,49.61499,,,UKR,UA,http://d-portal.org/q.html?aid=XM-OCHA-CBPF-UKR-22/UKR_CBPF/SA1/P/NGO/23527
XI-IATI-EC_FPI-2022/44310/1,European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,EU,Ukraine  Strengthen investigation and prosecution capacity of the ICC to respond to increased needs,Implementation,2022-12-15,2023-12-31,Ukraine  Strengthen investigation and prosecution capacity of the ICC to respond to increased needs,7898669,0,7250000,0,6320228,0,10664341,0,Ukraine,100,"Conflict, Peace & Security","Civilian peace-building, conflict prevention and resolution",100,,,30.5166,50.4334,,,UKR,UA,http://d-portal.org/q.html?aid=XI-IATI-EC_FPI-2022/44310/1
XM-DAC-3-1-288124,"Ministry of Foreign Affairs, Denmark",XM-DAC-3-1,XM-DAC-3-1,Responding to winterization program in Mykolaiv Mykolaiv City/Oblast in Ukraine II,Implementation,2022-12-15,2023-12-31,"To support Mykolaiv Municipality and region in providing the conflict-affected population with basic lifesaving services, including emergency repair of heating and water supply.",0,0,0,0,0,0,0,0,Ukraine,100,Reconstruction Relief & Rehabilitation,,100,,,,,,,UKR,UA,http://d-portal.org/q.html?aid=XM-DAC-3-1-288124
